platsfr;platsti;unespar;sparnr;bdl;kmfr;meterfr;bdl;kmti;meterti;spm;objnr;radie;Km+m;Km+m_ti
Tmö;Tmö;N5;n5;401;3;716;401;3;760;44;39295;-1200;3,716230031;3,760262031
Tmö;Tmö;U4;u4;401;3;723;401;3;880;156;7827;-472;3,723032;3,879529
Vn;Vn;E;3;405;3;737;405;3;848;110;30239;282;3,737163;3,847568
Åks;Gru;E;;453;3;741;453;4;3;262;31704;-1000;3,740946;4,003391
Nyh;Nyh;E;2;477;3;753;477;3;778;25;35876;-1534;3,752658;3,777658
N;Ory;E;;831;3;755;831;3;865;110;19391;-1731;3,755200012;3,865299988
Tm;Tm;;l7;403;3;758;403;3;781;23;33807;300;3,758303;3,781319
Tmö;Tmö;;276a276b;401;3;759;401;3;807;48;39300;2400;3,758774031;3,807167031
Tm;Tm;;l6;403;3;759;403;3;782;23;33803;300;3,759139;3,782139
Söö;Söö;E;5;418;3;761;418;3;904;143;7871;3500;3,761;3,904
Nyh;Nyh;E;2;477;3;778;477;3;810;32;35877;-672,9;3,777658;3,810066985
Tm;Tm;;44;403;3;778;403;3;806;27;33778;-250;3,778447;3,805635
Tmö;Tmö;U1;u1;401;3;780;401;3;901;121;38210;1515;3,780395011;3,901224011
Am;Am;N;2;601;3;782;601;3;912;130;10112;1004,5;3,781991;3,911691
Hbgb;Ryä;N;;938;3;793;938;3;808;14;30362;1280,5;3,79301001;3,80846
Am;Am;U;1;601;3;793;601;3;915;122;10151;996;3,793197002;3,914905002
Hbgb;Ryä;U;;938;3;794;938;3;807;13;30473;1276;3,79401001;3,80668001
Gk;Gk;E1;2;603;3;797;603;4;1;204;34624;-694;3,796709;4,000527
Tmö;Tmö;;d1;401;3;798;401;3;829;31;32978;595,5;3,797783;3,82906
Tmö;Tmö;;d2;401;3;798;401;3;830;32;33793;600;3,798249969;3,830285969
Tm;Tm;;45;403;3;803;403;3;834;31;33782;-425;3,803008;3,833974
Jbk;Öa;E;;354;3;804;354;4;667;864;27951;3200;3,803573547;4,667322754
Tm;Tm;;42;403;3;806;403;3;845;39;33771;1200;3,805672;3,844954
Nyh;Nyh;E;1;477;3;810;477;3;842;32;35877;-672,9;3,810066986;3,842425
Fär;Fär;E;1;302;3;819;302;3;958;139;17239;-890;3,818748;3,958127
Tm;Tm;;44;403;3;826;403;3;846;20;33779;1200;3,825635;3,845726
Gk;Gk;E;88;601;3;831;601;4;41;223;24057;-425;3,831463;4,041453
Nyh;Nyh;E;1;477;3;842;477;4;44;200;35878;-1534;3,842425;4,044009996
Tmö;Tmö;N2;n2;401;3;843;401;3;936;93;18034;800;3,843075;3,93616
Tmö;Tmö;U2;u2;401;3;843;401;3;876;33;18018;804,5;3,843162;3,875896
Bn;Säg;E;;251;3;846;251;3;998;152;18159;389;3,846;3,9975
Snt;Snt;E;3;313;3;846;313;4;235;388;30441;-15000;3,846152;4,234592
Tmö;Tmö;;276a276b;401;3;853;401;3;873;20;38085;12000;3,853184031;3,872758031
Kla;Nkp;E;;591;3;856;591;3;950;94;10054;851;3,855858;3,949723
Jögb;Jögb;E;1;715;3;856;715;3;908;52;17825;440;3,856235;3,907749999
Kvf;Kvf;E;4;873;3;857;873;4;146;295;29024;1000;3,857;4,1459
Tmö;Tmö;;276a276b;401;3;873;401;3;891;18;38086;-6250;3,872758031;3,890584031
Tm;Tm;;45;403;3;889;403;3;934;45;33783;425;3,88899;3,933645
Åbe;Åbe;N1S;n1;401;3;889;401;3;909;20;39627;35000;3,889259;3,909259
Gua;Gua;;52;001;3;890;001;3;988;98;37433;-830;3,890245;3,988477
Hls;Åm;E;;152;3;899;152;4;51;152;1826;-340;3,899;4,051
Tm;Tm;;44;403;3;905;403;3;942;38;33780;300;3,904694;3,942311
Jögb;Jögb;E;1;715;3;908;715;3;923;15;17825;440;3,90775;3,922511
Tmö;Tmö;N5;n5;401;3;910;401;3;937;27;39296;480;3,910262031;3,937210031
Ks;Skog;E;;395;3;913;395;3;967;54;26380;25000;3,912903748;3,966694458
Tmö;Tmö;U4;u4;401;3;916;401;4;179;265;7828;-400;3,915529;4,179001003
Åbe;Åbe;N1S;n1;401;3;929;401;3;949;20;39628;-31150;3,929259;3,949259
Fsm;Åd;E;;153;3;933;153;3;966;32;1891;-438;3,933466;3,96585
N;Snö;E;;829;3;943;829;4;232;289;13579;1015;3,943;4,231600098
Jögb;Jögb;E;1;715;3;948;715;3;974;26;20215;300;3,947511;3,973729
Tm;Tm;;45;403;3;948;403;3;995;47;33784;-425;3,947588;3,994618
Löö;Let;E;;666;3;950;666;4;105;150;12106;320;3,949999939;4,104599976
Tmö;Tmö;N4;n4;401;3;953;401;4;103;162;7789;-400;3,952673;4,102970026
Tm;Tm;;44;403;3;954;403;3;987;33;33781;-300;3,954122;3,987319
Bst;Ffs;E;;143;3;961;143;4;253;291;1643;-579;3,961;4,253
Kla;Nkp;E;;591;3;970;591;3;995;25;30172;937;3,969723;3,994824
Tmö;Tmö;N1;n1;401;3;973;401;4;14;42;18043;625;3,97328;4,014307
Humn;Humn;;11;173;3;973;173;4;7;33;34920;300;3,973402;4,006599
Gua;Gua;;52;001;3;988;001;4;103;115;37434;-780;3,988477;4,103225
Nyf;Amk;E;;141;2;1994;141;3;29;563;23697;800;3,994;3,0294
Tmö;Tmö;;d1;401;3;995;401;4;24;35;33790;2995,5;3,994947;4,024259
Tmö;Tmö;;d2;401;3;996;401;4;24;35;33794;3000;3,996171969;4,02438299
Vn;Vn;E;3;405;3;996;405;4;186;189;30240;-1204;3,996269;4,185790004
Jögb;Jögb;;5;715;4;7;715;4;37;30;32077;300;4,007089;4,037262
Hrbg;Hrbg;;308;417;4;8;417;4;39;31;39678;-550;4,008072;4,039318
Humn;Humn;;11;173;4;14;173;4;31;17;34922;-300;4,014118;4,030769958
Hrbg;Hrbg;;309;417;4;15;417;4;35;20;39693;-390;4,014802;4,035274
Kla;Nkp;E;;591;3;1015;591;4;319;322;30173;878;4,014824;4,319024
Tm;Tm;;42;403;4;15;403;4;40;25;33772;2400;4,015475;4,039980002
Hm;Fin;E;;932;4;18;932;4;186;168;36643;-1065;4,018213;4,185736
So;So;;42;401;4;40;401;4;45;5;33772;2400;4,04;4,045475
Hrbg;Hrbg;E;104;417;4;44;417;4;140;96;39771;600;4,044;4,14
Hrbg;Hrbg;;105;417;4;44;417;4;142;98;39766;595;4,044;4,142
Nyh;Öso;E;;477;4;44;477;4;166;122;35878;-1534;4,044009998;4,165698
Humn;Humn;;2;173;4;62;173;4;135;73;32863;250;4,062;4,135
Jögb;Jögb;;2;715;4;65;715;4;93;28;32116;-200;4,065238;4,09311
Spjb;Nd;E;;364;4;71;364;4;128;57;15132;-602;4,070500122;4,1275
Ltn;Sam;E;;434;4;73;434;4;112;40;38993;-99000;4,072562;4,112218
Tmö;Tmö;U1;u1;401;4;79;401;4;125;46;38217;4250;4,0785;4,1245
Hrbg;Hrbg;;309;417;4;79;417;4;138;59;39694;380;4,079274;4,137793
Hrbg;Hrbg;;308;417;4;81;417;4;149;68;39679;390;4,081318;4,148828
Smo;Osl;E;;243;4;82;243;4;123;41;29886;5500;4,082;4,123
Jögb;Jögb;E;1;715;4;84;715;4;97;13;20216;-600;4,084;4,097400017
So;So;;42;401;4;95;401;4;125;30;33773;-2400;4,095479;4,125479
Tn;Hj;E;;843;4;99;843;4;121;22;8778;412;4,099;4,121
Tmö;Huv;N3;;404;4;103;404;4;103;0;39288;-476;4,102969955;4,102989956
Huv;Huv;N3;n3;404;4;103;404;4;123;20;39288;-476;4,10298997;4,123173029
Huv;Huv;N4;n4;404;4;103;404;4;193;90;7789;-400;4,102990027;4,192648015
Gua;Gua;;52;001;4;103;001;4;184;80;37435;-1251;4,103225;4,183677
Tmö;Tmö;U5;u5;401;4;109;401;4;156;47;38227;-1350;4,108842;4,156015
Fsm;Åd;E;;153;4;116;153;4;163;47;1892;455;4,116398;4,163095
Åbe;Åbe;N2S;n2;401;4;119;401;4;154;35;25314;-2600;4,118934;4,154050003
Åbe;Åbe;N1S;n1;401;4;120;401;4;162;42;25279;-2800,5;4,119651;4,161607
Gä;Hg;N;;315;4;127;315;4;270;143;23605;-1111;4,127;4,27
Gä;Hg;U;;315;4;127;315;4;289;162;5703;-1111;4,127;4,289
Tou;Ryk;E;;735;4;130;735;4;150;20;12381;-378;4,13;4,15
Huv;Huv;U3;u3;404;4;144;404;4;282;138;38882;-570;4,144485015;4,282312015
Am;Am;N;2;601;4;148;601;4;175;27;10113;-600;4,148445;4,175181068
Am;Am;U;1;601;4;154;601;4;254;101;10152;-605;4,153751;4,254387
Åbe;Åbe;N2S;n2;401;4;154;401;4;159;5;25314;-2600;4,154050003;4,159483
Hrbg;Hrbg;;308;417;4;155;417;4;180;24;39680;300;4,155131;4,179583971
Gk;Gk;E1;2;603;4;157;603;4;229;72;34625;-1750;4,157194;4,228997
Bn;Säg;E;;251;4;162;251;4;222;61;18160;-474;4,1615;4,222
Mkl;Hal;E;;623;4;170;623;4;280;110;10577;-496;4,17;4,28
Huv;Huv;N3;n3;404;4;173;404;4;257;84;39289;-407,5;4,173173015;4,256817015
Tb;Rt;E;;443;4;174;443;4;214;41;39646;-25000;4,173568;4,214306
Am;Am;N;2;601;4;175;601;4;236;60;10113;-600;4,175181084;4,235654
Rsi;Apt;E;;116;4;178;116;4;231;53;356;-2000;4,178;4,231
Tmö;Huv;U4;u4;404;4;179;404;4;179;0;7828;-400;4,179000992;4,179020988
Huv;Huv;U4;u4;404;4;179;404;4;222;43;7828;-400;4,179020988;4,221862
Hrbg;Hrbg;;308;417;4;181;417;4;183;2;39680;300;4,181345991;4,183032021
Gua;Gua;;52;001;4;184;001;4;315;131;37436;-1153;4,183677;4,314811
Ptå;Ptå;;z100;004;4;188;004;4;233;45;38267;99000;4,188199;4,233476
Oxd;Nks;E;;492;4;205;492;4;450;245;8235;-1321;4,205;4,45
Åbe;Åbe;;a1;401;4;211;401;4;268;57;39486;1200;4,211169969;4,268245972
Gk;Gk;;90;601;4;217;601;4;225;7;39461;224,3;4,217425;4,224716
Huv;Huv;N4;n4;404;4;221;404;4;273;53;38877;-600;4,220648015;4,273192015
Gk;Gk;;90;601;4;225;601;4;230;5;39462;194,3;4,224716;4,229797
Gk;Gk;;90;601;4;230;601;4;231;1;39463;482;4,229797;4,230660027
Gk;Gk;;90;601;4;231;601;4;242;11;39463;482;4,230660016;4,241596989
So;So;;42;401;4;239;401;4;267;28;33774;300;4,239328;4,267328
Gk;Gk;E;88;601;4;247;601;4;388;141;10073;488;4,246789001;4,388013001
Gk;Gk;;90;601;4;251;601;4;356;104;39464;496;4,251130989;4,355598989
Gk;Gk;;618-617;601;4;260;601;4;277;17;39468;200;4,259778;4,276551
Ks;Skog;E;;395;4;263;395;4;495;232;26381;-297,5;4,262721741;4,495042114
Åbe;Åbe;;;401;4;268;401;4;300;32;39486;1200;4,268246002;4,3
Gk;Gk;;10;601;4;276;601;4;291;15;36989;-300;4,275877;4,291128
Gk;Gk;;618-617;601;4;277;601;4;304;27;39469;435;4,276551;4,30398
Löö;Let;E;;666;4;285;666;4;360;75;12107;-916;4,284619873;4,359619995
So;So;;42;401;4;288;401;4;317;29;33775;-300;4,288223;4,316762
Bsä;Mmg;E;;845;4;290;845;4;712;422;8948;997;4,29;4,712
Gk;Gk;;10;601;4;291;601;4;313;22;39466;-1100;4,291128;4,312781
Åks;Gru;E;;453;4;295;453;4;447;152;31705;550;4,29508;4,446622
Snt;Snt;E;3;313;4;298;313;4;311;13;35349;-275;4,297506;4,310875
Spjb;Nd;E;;364;4;300;364;4;584;284;15133;770;4,2995;4,5835
Kas;Kas;E;1a;827;4;300;827;5;165;866;22861;-1998;4,299900024;5,165330002
Åbe;Åbe;;815-822;401;4;301;401;4;325;24;39481;1200;4,300848011;4,324705011
Huv;Huv;;101;404;4;302;404;4;321;19;38878;2250;4,301953;4,320549988
Hls;Åm;E;;152;4;305;152;4;450;145;1827;-500;4,305;4,45
Snt;Snt;;3;313;4;311;313;4;333;22;35349;-275;4,310875;4,333327
Gk;Gk;;10;601;4;313;601;4;324;11;39467;-11550;4,312781;4,324170003
Gua;Gua;;52;001;4;315;001;4;369;54;37437;-1261;4,314811;4,36927
Äh;Hkö;E;;851;4;315;851;4;350;34;13979;800;4,315299988;4,349600098
Am;Am;E3;3;601;4;316;601;4;344;28;22636;-824;4,316;4,344
Tmö;Tmö;U1;u1;401;4;319;401;4;365;45;36445;-3850;4,319341;4,364508
Tmö;Tmö;;d1;401;4;319;401;4;365;46;33791;-2544,5;4,319495;4,365465
Tmö;Tmö;;d2;401;4;320;401;4;347;27;33795;-2137;4,319623;4,346787
Huv;Huv;;101;404;4;321;404;4;324;4;38878;2250;4,320549987;4,324462999
Vn;Vn;;2;405;4;322;405;4;370;48;35511;-460;4,322438908;4,370080908
Gk;Gk;;10;601;4;324;601;4;335;11;39467;-11550;4,324165024;4,335165024
Åbe;Åbe;;815-822;401;4;325;401;4;351;26;39482;600;4,324705011;4,350729011
Acm;Snb;E;;333;4;325;333;4;475;149;6101;431;4,325221;4,474617
Gk;Gk;;10;601;4;335;601;4;345;10;39467;-11550;4,335165017;4,345423994
Tmö;Tmö;U2;u2;401;4;336;401;4;377;41;18019;-12500;4,336;4,377
Ml;Skru;E;;662;4;336;662;4;650;314;11923;1020;4,336;4,65
Huv;Huv;;101;404;4;340;404;4;347;6;38879;-300;4,340149999;4,346537999
Vn;Vn;E;3;405;4;342;405;4;362;20;35515;5000;4,342339908;4,362339908
Hrbg;Hrbg;E2;111;417;4;344;417;4;361;17;39701;-540;4,343521999;4,361013999
Fsm;Åd;E;;153;4;344;153;4;411;67;1893;-540;4,344095;4,411118
Jrn;Norl;;;151;4;350;151;4;516;166;38727;597;4,35;4,516
Fär;Fär;E;1;302;4;351;302;4;458;106;17240;-460;4,351445;4,457845
Gua;Gua;;52;001;4;369;001;4;622;253;37438;-1217;4,36927;4,622333
Gk;Gk;;10;601;4;375;601;4;417;43;35478;218;4,374627994;4,417177994
Huv;Huv;U3;u3;404;4;378;404;4;392;14;38883;1200;4,378312015;4,392135015
Huv;Huv;;101;404;4;383;404;4;406;24;38880;600;4,382537999;4,406304999
Vn;Vn;;1;405;4;383;405;4;394;11;35509;220;4,3829814;4,393730908
Åbe;Åbe;N1S;n1;401;4;397;401;4;586;189;20181;804,6;4,396735;4,585877
Åbe;Åbe;U1S;u1;401;4;397;401;4;642;245;31477;1119;4,396966;4,641926
Åbe;Åbe;U2S;u2;401;4;397;401;4;643;246;21708;1123,5;4,396966031;4,643225031
Åbe;Åbe;N2S;n2;401;4;398;401;4;584;186;22290;798;4,39824;4,584043008
Huv;Huv;U4;u4;404;4;402;404;4;446;44;7829;600;4,401862;4,44569799
Åbe;Åbe;;n2-a1;401;4;404;401;4;433;29;39485;550;4,404047;4,433145
Vn;Vn;;1;405;4;405;405;4;431;26;35510;-290;4,405009908;4,431287908
Åbe;Åbe;;815-822;401;4;413;401;4;439;27;39483;-600;4,412729011;4,439366011
Vn;Vn;E;3;405;4;425;405;4;485;60;35516;-1200;4,424958908;4,485021908
Vn;Vn;;2;405;4;425;405;4;470;44;35512;-1000;4,425439908;4,469603908
Crgb;Fki;E;;943;4;427;943;4;700;273;22605;1824;4,42663;4,69957
So;So;;d2;401;4;427;401;4;449;22;33796;-7800;4,427402;4,449005
Tmö;Tmö;N2;n2;401;4;430;401;4;466;36;18035;2304,5;4,430151;4,466010003
Tmö;Tmö;N1;n1;401;4;430;401;4;466;36;18044;2300;4,430281;4,466010001
Huv;Huv;N;3;404;4;432;404;4;462;30;7790;400;4,431817;4,461833
Hrbg;Hrbg;E2;111;417;4;435;417;4;465;30;39702;-2500;4,435013998;4,464870986
Fln;Hno;E;;323;4;436;323;4;486;50;26871;-37500;4,43589;4,485987
Huv;Huv;U;2;404;4;446;404;4;508;62;7829;600;4,445697989;4,508061998
Gk;Gk;;90;601;4;448;601;4;520;72;39465;650;4,447598989;4,520052989
N;Ory;E;;831;4;459;831;4;665;207;13698;588;4,4585;4,665400146
Åbe;Åbe;;815-822;401;4;459;401;4;528;69;39484;600;4,459366011;4,528031013
Hbgb;Ryä;U;;938;4;460;938;6;21;1561;30474;-4004,5;4,46008;6,02058
Hbgb;Ryä;N;;938;4;460;938;6;19;1559;30363;-4000;4,46021;6,01883
Hrbg;Täl;E2;111;419;4;465;419;4;465;0;39702;-2500;4,464870987;4,464890987
Täl;Täl;E2;111;419;4;465;419;4;497;32;39702;-2500;4,464890987;4,497014
Tmö;So;N1;n1;401;4;466;401;4;466;0;18044;2300;4,466009979;4,466029979
Tmö;So;N2;n2;401;4;466;401;4;466;0;18035;2304,5;4,466010003;4,466029994
So;So;N1;n1;401;4;466;401;4;481;15;18044;2300;4,466029979;4,48120095
So;So;N2;n2;401;4;466;401;4;482;15;18035;2304,5;4,466029994;4,481507994
Uv;Ryr;E;;651;4;470;651;4;577;107;11571;-450;4,47015;4,57732
Gk;Gk;E;88;601;4;474;601;4;612;138;39455;768;4,474013001;4,612081004
Kms;Sbl;E;;563;4;481;563;4;992;511;8645;-1520;4,481;4,992
Smo;Osl;E;;243;4;484;243;4;592;108;4861;-846;4,484;4,592
Gk;Gk;;10;601;4;485;601;4;527;42;35480;250;4,485082994;4,526589994
Kil;Tgs;E;;661;4;490;661;4;790;300;11814;-961;4,49;4,79
Huv;Huv;N;3;404;4;495;404;4;517;23;38982;595,5;4,494833;4,51736
Jn;Hlö;E;;421;4;497;421;4;862;365;19059;1225;4,496600098;4,861660156
Am;Am;E3;3;601;4;497;601;4;539;42;22637;3905;4,497;4,539
Tmö;Tmö;U1;u1;401;4;500;401;4;503;4;36446;1640;4,499508;4,50301001
Tmö;Tmö;U2;u2;401;4;500;401;4;503;4;18020;1635,7;4,499668;4,503489014
Oxd;Nks;E;;492;4;500;492;4;550;50;8236;-919;4,5;4,55
Tmö;So;U1;u1;401;4;503;401;4;503;0;36446;1640;4,50301001;4,50303001
So;So;U1;u1;401;4;503;401;4;545;42;36446;1640;4,50303001;4,544855004
Tmö;So;U2;u2;401;4;503;401;4;504;0;18020;1635,7;4,503489014;4,503509014
So;So;U2;u2;401;4;504;401;4;504;0;18020;1635,7;4,503509014;4,503988018
So;So;U2;u2;401;4;504;401;4;545;41;18020;1635,7;4,503988018;4,544967
Fsm;Åd;E;;153;4;535;153;4;567;32;1894;570;4,535118;4,566974
Dma;Gmo;E;;435;4;535;435;4;604;69;17170;533;4,535300049;4,604100098
Ltn;Sam;E;;434;4;550;434;4;823;273;6342;572;4,549995361;4,822995361
Ryk;Ryk;E;;735;4;550;735;4;580;30;12382;-247;4,55;4,58
Täl;Täl;E2;111;419;4;568;419;4;623;55;31548;-2750;4,568061033;4,623061033
Hrbg;Hrbg;E;104;417;4;572;417;4;613;41;39772;-590;4,572;4,613389954
Hrbg;Hrbg;;579-580;417;4;573;417;4;586;13;39773;-453;4,5734;4,586469004
Gk;Gk;;608-607;601;4;576;601;4;585;9;39499;3500;4,576168002;4,585001002
Ptå;Ptå;;z100;004;4;583;004;4;617;33;38268;20000;4,583476;4,616887
Hrbg;Hrbg;E1;105;417;4;585;417;4;947;362;39767;-586;4,585;4,947
Vn;Vn;;4;405;4;596;405;4;613;17;35518;-8000;4,595619908;4,612543908
Åbe;Åbe;E;a1;401;4;596;401;4;621;25;25648;-314;4,595822011;4,621274011
Gk;Gk;E;88;601;4;612;601;4;619;7;39456;600;4,612081004;4,618921993
Gnd;Knä;E;;931;4;613;931;5;76;463;14354;1496;4,6125;5,075600098
Vn;Vn;;4;405;4;613;405;4;629;16;35517;10550;4,612543908;4,628520908
Hrbg;Hrbg;E;104;417;4;613;417;4;730;117;39772;-590;4,613389942;4,729999989
Ptå;Ptå;;z100;004;4;617;004;4;657;40;38269;-20000;4,616887;4,65708
Gk;Gk;E;88;601;4;619;601;4;635;17;39456;600;4,618921993;4,635471
Gua;Gua;;52;001;4;622;001;4;676;53;37439;-1082;4,622333;4,675517
So;So;;d2;401;4;625;401;4;662;36;38390;835;4,625202;4,661669
So;So;;d1;401;4;625;401;4;661;36;38395;830;4,625342;4,661321
Rsi;Apt;E;;116;4;650;116;4;833;183;357;1008;4,65;4,833
Oxd;Nks;E;;492;4;655;492;4;690;35;8237;-624;4,655;4,69
Pöb;Pöb;E;1;603;4;656;603;4;765;110;34626;587;4,655877886;4,765391886
Ks;Skog;E;;395;4;658;395;4;736;78;26382;317;4,657719482;4,736136902
Hfj;Ndt;;;239;4;661;239;4;700;39;35041;-272;4,660709;4,699997
Kvf;Kvf;E;4;873;4;661;873;4;691;30;29025;1000;4,661;4,691
Ös;Ös;E1;luk;261;4;666;261;4;760;94;2723;2000;4,666;4,76039502
Dma;Gmo;E;;435;4;672;435;4;757;85;17171;-656;4,672100098;4,756600098
Gua;Gua;;52;001;4;676;001;4;813;137;37440;-1200;4,675517;4,812608
Gk;Gk;E;bohusban;601;4;683;601;4;718;34;19666;585;4,683400024;4,717539978
Am;Am;E3;3;601;4;692;601;4;791;99;22638;3750;4,691850995;4,791029995
Åbe;Åbe;E;a1;401;4;696;401;4;749;52;31492;358;4,696274011;4,748644011
Jögb;Jögb;;2;715;4;704;715;4;745;42;32094;-190;4,703677;4,745474
Jögb;Jögb;;3;715;4;708;715;4;752;44;32095;-300;4,708203;4,752352
Jögb;Jögb;;4;715;4;711;715;4;744;33;32099;-300;4,710761;4,744159
Jögb;Jögb;E;1;715;4;712;715;4;738;26;26218;-420;4,711600037;4,737570007
Åbe;Åbe;U1S;u1;401;4;712;401;4;839;127;31478;2750;4,711925985;4,839251985
Åbe;Åbe;U2S;u2;401;4;713;401;4;841;128;31479;2754,5;4,713224985;4,840871985
Löö;Let;E;;666;4;717;666;4;772;55;12108;-911;4,716619873;4,771619873
Gk;Gk;E;bohusban;601;4;718;601;4;918;200;19667;781;4,717539978;4,917900024
Spjb;Nd;E;;364;4;722;364;4;777;55;15134;-1360;4,7215;4,7765
Ptå;Ptå;;z100;004;4;722;004;4;743;20;38270;-22000;4,72234;4,742795
Täl;Täl;E2;111;419;4;723;419;4;943;220;31549;-650;4,723061033;4,943061033
Hrbg;Hrbg;E;104;417;4;730;417;4;902;172;28080;-616;4,729999989;4,901999928
Öh;Dma;E1;;435;4;731;435;4;852;121;6438;2970;4,730900146;4,852
Snt;Nbg;E;;344;4;736;344;5;120;384;22131;-900;4,736;5,12
Jögb;Jögb;E;1;715;4;738;715;4;745;8;26218;-420;4,737570007;4,745300049
Ptå;Ptå;;z100;004;4;743;004;4;768;25;38271;20000;4,742795;4,768172
N;Ory;E;;831;4;746;831;4;831;85;13699;751;4,746;4,831100098
Åks;Gru;E;;453;4;748;453;4;883;136;31706;-400;4,747603;4,883169
Hm;Atp;E;;941;4;750;941;4;778;27;28929;99000;4,75049;4,77778
Fsm;Åd;E;;153;4;759;153;4;797;38;1895;500;4,759164;4,79735
Ös;Ös;E1;luk;261;4;760;261;4;799;38;2723;2000;4,76039502;4,798534973
Hls;Åm;E;;152;4;761;152;4;810;49;1828;500;4,761;4,81
Ryk;Hyb;E;;735;4;767;735;4;913;146;12383;294;4,767;4,912638
Uv;Ryr;E;;651;4;771;651;4;952;181;11572;434;4,77132;4,952316
Bn;Säg;E;;251;4;780;251;4;895;115;18161;580;4,78;4,8945
Mkl;Hal;E;;623;4;780;623;5;101;320;10578;-357;4,78;5,101199997
Nyf;Amk;E;;141;4;795;141;5;285;490;1595;-566;4,795000244;5,285
Ös;Ös;E1;luk;261;4;799;261;5;114;314;2723;2000;4,798535217;5,114000183
Jögb;Jögb;E;1;715;4;804;715;4;879;75;26219;650;4,804300049;4,879187012
N;Fdl;E;;732;4;807;732;4;890;83;12686;-731;4,806795;4,889523
Vn;Vn;E;3;405;4;822;405;4;868;46;30333;-1600;4,822254908;4,867826908
Jögb;Jögb;;41;715;4;822;715;4;836;14;32096;200;4,822415;4,836320987
Vn;Vn;;2;405;4;827;405;4;857;30;30329;-1100;4,827427908;4,857427908
Vn;Vn;;1;405;4;828;405;4;861;33;39786;-1200;4,828022908;4,860943908
Jögb;Jögb;;3;715;4;829;715;4;851;22;32078;1000;4,828971;4,850857
Vn;Vn;;4;405;4;829;405;4;870;41;30244;-2100;4,829021908;4,869693908
Jögb;Jögb;;41;715;4;836;715;4;844;8;32096;200;4,836320987;4,844487
Am;Am;U;1;601;4;845;601;4;888;42;10153;1400;4,845388;4,887684
Fär;Fär;E;1;302;4;848;302;4;965;116;17241;392;4,848385;4,964868
Am;Am;N;2;601;4;852;601;4;924;72;10116;1460;4,852492007;4,924017007
Jögb;Jögb;;41;715;4;859;715;4;860;0;32097;200;4,859324987;4,859637987
Jögb;Jögb;;42;715;4;860;715;4;879;19;32097;200;4,859638087;4,878642087
Kvf;Kvf;E;4;873;4;868;873;4;906;38;29026;-1000;4,868;4,906
Jögb;Jögb;E;1;715;4;879;715;4;885;6;26219;650;4,879187012;4,884700073
Gua;Gua;;52;001;4;883;001;4;891;8;37441;224,28;4,883318;4,891084
Jrn;Norl;;;151;4;888;151;5;37;149;39172;-591;4,888;5,037
Gua;Gua;;52;001;4;891;001;4;895;4;37442;190,73;4,891084;4,894845844
Gua;Gua;;52;001;4;895;001;4;906;11;37442;190,73;4,894845844;4,905586
Hrbg;Skms;E;;419;4;902;419;4;902;0;28080;-616;4,901999939;4,902020008
Skms;Skms;E;104;419;4;902;419;6;57;1155;28080;-616;4,902020008;6,057
Jögb;Jögb;;42;715;4;917;715;4;964;47;32098;750;4,917111996;4,963741996
Gua;Gua;;Lok.u.sp;001;4;918;001;4;945;27;37404;250;4,917681;4,945048
Gua;Gua;;2;001;4;924;001;5;167;239;37406;150;4,92407;5,166645
Gua;Gua;;52;001;4;929;001;5;168;239;37443;150;4,928971;5,168287
Söö;Alä;E;;451;4;933;451;6;141;1208;7872;2000;4,933;6,140999756
Åbe;Åbe;N2S;n2;401;4;944;401;5;129;193;25297;-1604,5;4,9442;5,129105
Gua;Gua;;Lok.u.sp;001;4;945;001;4;965;20;37405;10000;4,945048;4,965
Tri;Tri;N;71;960;4;945;960;5;23;78;33196;-3200;4,94524;5,02283
N;Snö;E;;829;4;950;829;5;309;359;13580;1211;4,95;5,309100006
Am;Am;E3;3;601;4;952;601;5;46;134;10077;3121;4,952442;5,046102
Pöb;Pöb;E;1;603;4;955;603;4;976;22;34627;-10000;4,95464;4,976402
Am;Am;U;1;601;4;958;601;4;1037;79;10154;10000;4,957684;5,037119
Åbe;Åbe;N1S;n1;401;4;959;401;5;129;180;20182;-1600;4,958875;5,128526
Hls;Åm;E;;152;4;975;152;5;301;326;1829;355;4,975;5,301
Åbe;Åbe;U1S;u1;401;4;979;401;5;46;59;20161;-1600;4,979322;5,046034
Åbe;Åbe;U2S;u2;401;4;981;401;5;46;59;21709;-1595,5;4,980928;5,045826
Kvf;Kvf;E;4;873;4;987;873;5;96;105;29027;-1000;4,9868;5,096
Öa;Öa;U;2;354;4;988;354;5;33;45;27953;2500;4,987669678;5,033085686
Fsm;Åd;E;;153;4;994;153;5;17;22;1896;-691;4,993895;5,016681
Vn;Vn;;1;405;5;3;405;5;23;21;39787;1200;5,002787;5,023412
Fln;Hno;E;;323;5;4;323;5;284;280;14879;-431;5,004095;5,284483
Vn;Vn;;2;405;5;11;405;5;32;21;30330;1200;5,0109838;5,0316088
Ryk;Hyb;E;;735;5;16;735;5;183;167;12384;299;5,015997009;5,182904
Täl;Täl;E2;111;419;5;20;419;5;150;130;31550;850;5,02;5,15
Oxd;Nks;E;;492;5;23;492;5;118;95;8238;580;5,023100586;5,118
Em;Örs;E;;824;5;34;824;5;479;445;13537;-885;5,033900002;5,478899994
Hrbg;Hrbg;E1;105;417;5;35;417;5;281;246;39768;396;5,035;5,281
