,Curve_Kmtal,Curve_Kmtalti,Curve_Langd_m,Curve_Radie_m,Curve_Kmtal_km,Curve_Kmtal_meter,Curve_Kmtaltil_km,Curve_Kmtaltil_meter,Curve_Start_Meters,Curve_End_Meters,Track_Bdl,Track_Km,Track_+m,Track_Kmti,Track_+mti,Track_spm,Track_UNE,Track_spår,Track_Pl/Str,Track_Rälmodell,Track_Räl_vikt(kg/m),Track_Sliper_typ,Track_Befästning_typ,Track_Start_Meters,Track_End_Meters
7255,50+647,50+814,167.0,-782.0,50.0,647.0,50.0,814.0,50647.0,50814.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
7256,50+658,50+726,68.0,-580.0,50.0,658.0,50.0,726.0,50658.0,50726.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
7257,50+659,50+885,226.568,569.0,50.0,659.0,50.0,885.0,50659.0,50885.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
7258,50+668,50+841,173.0,588.0,50.0,668.0,50.0,841.0,50668.0,50841.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
7259,50+669,51+46,378.0,-1480.0,50.0,669.0,51.0,46.0,50669.0,51046.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
7260,50+673,50+698,25.031,99000.0,50.0,673.0,50.0,698.0,50673.0,50698.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
7261,50+677,50+867,190.0,-970.0,50.0,677.0,50.0,867.0,50677.0,50867.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
7262,50+689,50+793,104.0,-600.0,50.0,689.0,50.0,793.0,50689.0,50793.0,333.0,50.0,684.0,55.0,970.0,5293.0,E,,Gtf-Sau,SJ,50.0,B,P-Ec,50684.0,55970.0
7263,50+694,50+806,112.437,-802.5,50.0,694.0,50.0,806.0,50694.0,50806.0,333.0,50.0,684.0,55.0,970.0,5293.0,E,,Gtf-Sau,SJ,50.0,B,P-Ec,50684.0,55970.0
7264,50+695,50+806,111.083,-798.0,50.0,695.0,50.0,806.0,50695.0,50806.0,333.0,50.0,684.0,55.0,970.0,5293.0,E,,Gtf-Sau,SJ,50.0,B,P-Ec,50684.0,55970.0
7265,50+706,50+863,157.831,-3304.5,50.0,706.0,50.0,863.0,50706.0,50863.0,333.0,50.0,684.0,55.0,970.0,5293.0,E,,Gtf-Sau,SJ,50.0,B,P-Ec,50684.0,55970.0
7266,50+709,50+863,154.872,-3300.0,50.0,709.0,50.0,863.0,50709.0,50863.0,333.0,50.0,684.0,55.0,970.0,5293.0,E,,Gtf-Sau,SJ,50.0,B,P-Ec,50684.0,55970.0
7267,50+734,50+787,53.231,800.0,50.0,734.0,50.0,787.0,50734.0,50787.0,143.0,50.0,717.0,55.0,7.0,4291.0,E,,Hsb-Gse,SJ,50.0,H,Hey,50717.0,55007.0
7268,50+738,50+980,242.0,-596.0,50.0,738.0,50.0,980.0,50738.0,50980.0,143.0,50.0,717.0,55.0,7.0,4291.0,E,,Hsb-Gse,SJ,50.0,H,Hey,50717.0,55007.0
7269,50+753,50+921,168.3,1320.0,50.0,753.0,50.0,921.0,50753.0,50921.0,627.0,50.0,740.0,51.0,150.0,410.0,U,3,Få,UIC,60.0,B2.5,P-Ec,50740.0,51150.0
7272,50+790,50+862,72.02,980.0,50.0,790.0,50.0,862.0,50790.0,50862.0,552.0,50.0,779.0,63.0,44.0,12265.0,E,,Lnå-Fhm,BV,50.0,T,R-und,50779.0,63044.0
7273,50+798,50+933,135.0,-340.0,50.0,798.0,50.0,933.0,50798.0,50933.0,552.0,50.0,779.0,63.0,44.0,12265.0,E,,Lnå-Fhm,BV,50.0,T,R-und,50779.0,63044.0
7274,50+819,50+854,35.246,1130.0,50.0,819.0,50.0,854.0,50819.0,50854.0,552.0,50.0,779.0,63.0,44.0,12265.0,E,,Lnå-Fhm,BV,50.0,T,R-und,50779.0,63044.0
7275,50+822,50+860,38.11,480.0,50.0,822.0,50.0,860.0,50822.0,50860.0,552.0,50.0,779.0,63.0,44.0,12265.0,E,,Lnå-Fhm,BV,50.0,T,R-und,50779.0,63044.0
7276,50+835,50+870,35.0,730.0,50.0,835.0,50.0,870.0,50835.0,50870.0,552.0,50.0,779.0,63.0,44.0,12265.0,E,,Lnå-Fhm,BV,50.0,T,R-und,50779.0,63044.0
7277,50+918,51+100,178.8,780.0,50.0,918.0,51.0,100.0,50918.0,51100.0,711.0,50.0,918.0,51.0,148.0,227.0,E,3,Ho,E3,50.0,B,P-Ec,50918.0,51148.0
7282,50+966,51+16,50.153,1745.79,50.0,966.0,51.0,16.0,50966.0,51016.0,711.0,50.0,918.0,51.0,148.0,227.0,E,3,Ho,E3,50.0,B,P-Ec,50918.0,51148.0
7283,50+966,51+16,50.073,1750.0,50.0,966.0,51.0,16.0,50966.0,51016.0,711.0,50.0,918.0,51.0,148.0,227.0,E,3,Ho,E3,50.0,B,P-Ec,50918.0,51148.0
7284,51+8,51+83,75.6,5200.0,51.0,8.0,51.0,83.0,51008.0,51083.0,711.0,50.0,918.0,51.0,148.0,227.0,E,3,Ho,E3,50.0,B,P-Ec,50918.0,51148.0
7285,51+13,51+135,121.6,-500.0,51.0,13.0,51.0,135.0,51013.0,51135.0,711.0,50.0,918.0,51.0,148.0,227.0,E,3,Ho,E3,50.0,B,P-Ec,50918.0,51148.0
7286,51+59,51+124,65.0,-392.0,51.0,59.0,51.0,124.0,51059.0,51124.0,711.0,50.0,918.0,51.0,148.0,227.0,E,3,Ho,E3,50.0,B,P-Ec,50918.0,51148.0
7288,51+79,51+99,20.0,2000.0,51.0,79.0,51.0,99.0,51079.0,51099.0,711.0,50.0,918.0,51.0,148.0,227.0,E,3,Ho,E3,50.0,B,P-Ec,50918.0,51148.0
7289,51+86,51+114,28.983,99000.0,51.0,86.0,51.0,114.0,51086.0,51114.0,711.0,50.0,918.0,51.0,148.0,227.0,E,3,Ho,E3,50.0,B,P-Ec,50918.0,51148.0
7290,51+93,51+140,47.0,-535.0,51.0,93.0,51.0,140.0,51093.0,51140.0,711.0,50.0,918.0,51.0,148.0,227.0,E,3,Ho,E3,50.0,B,P-Ec,50918.0,51148.0
7292,51+97,51+131,34.0,385.0,51.0,97.0,51.0,131.0,51097.0,51131.0,711.0,50.0,918.0,51.0,148.0,227.0,E,3,Ho,E3,50.0,B,P-Ec,50918.0,51148.0
7294,51+148,51+532,383.6,1200.0,51.0,148.0,51.0,532.0,51148.0,51532.0,711.0,51.0,148.0,58.0,60.0,6910.0,E,,Ho-Bry,E3,50.0,B,P-Ec,51148.0,58060.0
7295,51+161,51+380,219.657,-441.0,51.0,161.0,51.0,380.0,51161.0,51380.0,711.0,51.0,148.0,58.0,60.0,6910.0,E,,Ho-Bry,E3,50.0,B,P-Ec,51148.0,58060.0
7296,51+186,51+224,37.882,99000.0,51.0,186.0,51.0,224.0,51186.0,51224.0,711.0,51.0,148.0,58.0,60.0,6910.0,E,,Ho-Bry,E3,50.0,B,P-Ec,51148.0,58060.0
7297,51+206,51+226,20.0,-550.0,51.0,206.0,51.0,226.0,51206.0,51226.0,627.0,51.0,205.0,51.0,665.0,461.0,U,3,Få,UIC,60.0,B2.5,P-Ec,51205.0,51665.0
7298,51+216,51+267,50.848,-760.0,51.0,216.0,51.0,267.0,51216.0,51267.0,627.0,51.0,205.0,51.0,665.0,461.0,U,3,Få,UIC,60.0,B2.5,P-Ec,51205.0,51665.0
7299,51+217,51+317,100.521,-1454.5,51.0,217.0,51.0,317.0,51217.0,51317.0,627.0,51.0,205.0,51.0,665.0,461.0,U,3,Få,UIC,60.0,B2.5,P-Ec,51205.0,51665.0
7300,51+217,51+317,99.916,-1450.0,51.0,217.0,51.0,317.0,51217.0,51317.0,627.0,51.0,205.0,51.0,665.0,461.0,U,3,Få,UIC,60.0,B2.5,P-Ec,51205.0,51665.0
7301,51+235,51+259,24.0,-750.0,51.0,235.0,51.0,259.0,51235.0,51259.0,627.0,51.0,205.0,51.0,665.0,461.0,U,3,Få,UIC,60.0,B2.5,P-Ec,51205.0,51665.0
7302,51+239,51+294,55.0,-330.0,51.0,239.0,51.0,294.0,51239.0,51294.0,627.0,51.0,205.0,51.0,665.0,461.0,U,3,Få,UIC,60.0,B2.5,P-Ec,51205.0,51665.0
7303,51+240,51+270,30.0,881.0,51.0,240.0,51.0,270.0,51240.0,51270.0,627.0,51.0,205.0,51.0,665.0,461.0,U,3,Få,UIC,60.0,B2.5,P-Ec,51205.0,51665.0
7304,51+243,51+283,26.499,-4400.0,51.0,243.0,51.0,283.0,51243.0,51283.0,627.0,51.0,205.0,51.0,665.0,461.0,U,3,Få,UIC,60.0,B2.5,P-Ec,51205.0,51665.0
7305,51+280,51+367,87.0,-500.0,51.0,280.0,51.0,367.0,51280.0,51367.0,324.0,51.0,261.0,51.0,527.0,266.0,E,1,Rmh,E3,50.0,B,Hambo,51261.0,51527.0
7307,51+290,51+366,76.0,796.0,51.0,290.0,51.0,366.0,51290.0,51366.0,324.0,51.0,261.0,51.0,527.0,266.0,E,1,Rmh,E3,50.0,B,Hambo,51261.0,51527.0
7308,51+333,51+410,77.0,-300.0,51.0,333.0,51.0,410.0,51333.0,51410.0,324.0,51.0,261.0,51.0,527.0,266.0,E,1,Rmh,E3,50.0,B,Hambo,51261.0,51527.0
7309,51+344,51+397,53.0,-386.0,51.0,344.0,51.0,397.0,51344.0,51397.0,932.0,51.0,338.0,51.0,555.0,217.0,E,2,Käb,UIC,60.0,B,P-Ec,51338.0,51555.0
7310,51+368,51+551,183.147,-421.0,51.0,368.0,51.0,551.0,51368.0,51551.0,932.0,51.0,338.0,51.0,555.0,217.0,E,2,Käb,UIC,60.0,B,P-Ec,51338.0,51555.0
7312,51+402,51+436,34.503,-4000.0,51.0,402.0,51.0,436.0,51402.0,51436.0,932.0,51.0,338.0,51.0,555.0,217.0,E,2,Käb,UIC,60.0,B,P-Ec,51338.0,51555.0
7313,51+404,51+464,59.662,-900.0,51.0,404.0,51.0,464.0,51404.0,51464.0,932.0,51.0,338.0,51.0,555.0,217.0,E,2,Käb,UIC,60.0,B,P-Ec,51338.0,51555.0
7314,51+414,51+450,36.0,1960.0,51.0,414.0,51.0,450.0,51414.0,51450.0,932.0,51.0,338.0,51.0,555.0,217.0,E,2,Käb,UIC,60.0,B,P-Ec,51338.0,51555.0
7315,51+419,51+475,55.328,-300.0,51.0,419.0,51.0,475.0,51419.0,51475.0,932.0,51.0,338.0,51.0,555.0,217.0,E,2,Käb,UIC,60.0,B,P-Ec,51338.0,51555.0
7317,51+456,51+490,33.0,587.0,51.0,456.0,51.0,490.0,51456.0,51490.0,932.0,51.0,338.0,51.0,555.0,217.0,E,2,Käb,UIC,60.0,B,P-Ec,51338.0,51555.0
7318,51+459,51+483,24.759,-294.8,51.0,459.0,51.0,483.0,51459.0,51483.0,932.0,51.0,338.0,51.0,555.0,217.0,E,2,Käb,UIC,60.0,B,P-Ec,51338.0,51555.0
7319,51+466,51+550,84.0,935.0,51.0,466.0,51.0,550.0,51466.0,51550.0,932.0,51.0,338.0,51.0,555.0,217.0,E,2,Käb,UIC,60.0,B,P-Ec,51338.0,51555.0
7325,51+567,51+662,95.0,344.0,51.0,567.0,51.0,662.0,51567.0,51662.0,732.0,51.0,565.0,51.0,765.0,200.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,51565.0,51765.0
7326,51+567,51+627,59.936,1000.0,51.0,567.0,51.0,627.0,51567.0,51627.0,732.0,51.0,565.0,51.0,765.0,200.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,51565.0,51765.0
7327,51+582,51+613,31.0,400.0,51.0,582.0,51.0,613.0,51582.0,51613.0,732.0,51.0,565.0,51.0,765.0,200.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,51565.0,51765.0
7329,51+611,51+692,81.3,-575.0,51.0,611.0,51.0,692.0,51611.0,51692.0,732.0,51.0,565.0,51.0,765.0,200.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,51565.0,51765.0
7331,51+657,51+680,22.5,2450.0,51.0,657.0,51.0,680.0,51657.0,51680.0,732.0,51.0,565.0,51.0,765.0,200.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,51565.0,51765.0
7333,51+664,51+703,39.0,291.0,51.0,664.0,51.0,703.0,51664.0,51703.0,732.0,51.0,565.0,51.0,765.0,200.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,51565.0,51765.0
7334,51+687,51+697,10.727,-189.5,51.0,687.0,51.0,697.0,51687.0,51697.0,732.0,51.0,565.0,51.0,765.0,200.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,51565.0,51765.0
7336,51+722,51+940,218.0,1000.0,51.0,722.0,51.0,940.0,51722.0,51940.0,627.0,51.0,719.0,52.0,110.0,393.0,U,3,Få,UIC,60.0,B2.5,P-Ec,51719.0,52110.0
7337,51+739,51+813,74.0,550.0,51.0,739.0,51.0,813.0,51739.0,51813.0,627.0,51.0,719.0,52.0,110.0,393.0,U,3,Få,UIC,60.0,B2.5,P-Ec,51719.0,52110.0
7338,51+763,52+93,332.0,-1183.0,51.0,763.0,52.0,93.0,51763.0,52093.0,627.0,51.0,719.0,52.0,110.0,393.0,U,3,Få,UIC,60.0,B2.5,P-Ec,51719.0,52110.0
7339,51+766,52+403,634.0,890.0,51.0,766.0,52.0,403.0,51766.0,52403.0,732.0,51.0,765.0,52.0,598.0,833.0,E,,Bmo-Syd,E3,50.0,B2.5,P-Ec,51765.0,52598.0
7340,51+774,51+807,33.191,-300.0,51.0,774.0,51.0,807.0,51774.0,51807.0,732.0,51.0,765.0,52.0,598.0,833.0,E,,Bmo-Syd,E3,50.0,B2.5,P-Ec,51765.0,52598.0
7341,51+786,51+960,173.853,597.0,51.0,786.0,51.0,960.0,51786.0,51960.0,627.0,51.0,784.0,52.0,110.0,326.0,N,2,Få,UIC,60.0,B2.5,P-Ec,51784.0,52110.0
7343,51+815,51+936,121.0,403.0,51.0,815.0,51.0,936.0,51815.0,51936.0,476.0,51.0,800.0,51.0,981.0,181.0,N,1,Hön,UIC,60.0,B2.5,P-Ec,51800.0,51981.0
7344,51+818,51+864,46.9,-2985.0,51.0,818.0,51.0,864.0,51818.0,51864.0,476.0,51.0,800.0,51.0,981.0,181.0,N,1,Hön,UIC,60.0,B2.5,P-Ec,51800.0,51981.0
7346,51+831,51+853,21.804,-30000.0,51.0,831.0,51.0,853.0,51831.0,51853.0,476.0,51.0,800.0,51.0,981.0,181.0,N,1,Hön,UIC,60.0,B2.5,P-Ec,51800.0,51981.0
7347,51+846,51+870,24.0,840.0,51.0,846.0,51.0,870.0,51846.0,51870.0,476.0,51.0,800.0,51.0,981.0,181.0,N,1,Hön,UIC,60.0,B2.5,P-Ec,51800.0,51981.0
7350,51+898,51+970,72.0,-589.0,51.0,898.0,51.0,970.0,51898.0,51970.0,376.0,51.0,895.0,52.0,224.0,329.0,E,1,Mfj,SJ,43.0,T,R-und,51895.0,52224.0
7351,51+920,51+965,44.437,400.0,51.0,920.0,51.0,965.0,51920.0,51965.0,376.0,51.0,895.0,52.0,224.0,329.0,E,1,Mfj,SJ,43.0,T,R-und,51895.0,52224.0
7352,51+948,52+25,70.0,340.0,51.0,948.0,52.0,25.0,51948.0,52025.0,376.0,51.0,895.0,52.0,224.0,329.0,E,1,Mfj,SJ,43.0,T,R-und,51895.0,52224.0
7353,51+992,52+119,126.0,571.0,51.0,992.0,52.0,119.0,51992.0,52119.0,376.0,51.0,895.0,52.0,224.0,329.0,E,1,Mfj,SJ,43.0,T,R-und,51895.0,52224.0
7354,52+14,52+44,30.0,-538.0,52.0,14.0,52.0,44.0,52014.0,52044.0,376.0,51.0,895.0,52.0,224.0,329.0,E,1,Mfj,SJ,43.0,T,R-und,51895.0,52224.0
7356,52+20,52+53,32.904,-300.0,52.0,20.0,52.0,53.0,52020.0,52053.0,376.0,51.0,895.0,52.0,224.0,329.0,E,1,Mfj,SJ,43.0,T,R-und,51895.0,52224.0
7360,52+55,52+80,25.0,438.0,52.0,55.0,52.0,80.0,52055.0,52080.0,476.0,52.0,23.0,52.0,152.0,129.0,N,1,Hön,BV,50.0,B2.5,P-Ec,52023.0,52152.0
7361,52+68,52+78,10.515,190.7,52.0,68.0,52.0,78.0,52068.0,52078.0,476.0,52.0,23.0,52.0,152.0,129.0,N,1,Hön,BV,50.0,B2.5,P-Ec,52023.0,52152.0
7365,52+124,52+328,204.0,1000.0,52.0,124.0,52.0,328.0,52124.0,52328.0,627.0,52.0,110.0,60.0,753.0,7790.0,N,,Få-Vrö,UIC,60.0,B2.5,P-Ec,52110.0,60753.0
7366,52+131,52+153,10.732,-190.7,52.0,131.0,52.0,153.0,52131.0,52153.0,627.0,52.0,110.0,60.0,753.0,7790.0,N,,Få-Vrö,UIC,60.0,B2.5,P-Ec,52110.0,60753.0
7367,52+152,52+201,49.0,679.0,52.0,152.0,52.0,201.0,52152.0,52201.0,476.0,52.0,137.0,52.0,395.0,258.0,U,2,Hön,UIC,60.0,B2.5,P-Ec,52137.0,52395.0
7368,52+153,52+181,28.0,-450.0,52.0,153.0,52.0,181.0,52153.0,52181.0,476.0,52.0,137.0,52.0,395.0,258.0,U,2,Hön,UIC,60.0,B2.5,P-Ec,52137.0,52395.0
7369,52+154,52+179,24.89,20000.0,52.0,154.0,52.0,179.0,52154.0,52179.0,476.0,52.0,137.0,52.0,395.0,258.0,U,2,Hön,UIC,60.0,B2.5,P-Ec,52137.0,52395.0
7370,52+165,52+187,10.732,189.5,52.0,165.0,52.0,187.0,52165.0,52187.0,476.0,52.0,137.0,52.0,395.0,258.0,U,2,Hön,UIC,60.0,B2.5,P-Ec,52137.0,52395.0
7371,52+170,52+192,10.732,190.7,52.0,170.0,52.0,192.0,52170.0,52192.0,476.0,52.0,137.0,52.0,395.0,258.0,U,2,Hön,UIC,60.0,B2.5,P-Ec,52137.0,52395.0
7372,52+194,52+310,116.0,-577.0,52.0,194.0,52.0,310.0,52194.0,52310.0,476.0,52.0,137.0,52.0,395.0,258.0,U,2,Hön,UIC,60.0,B2.5,P-Ec,52137.0,52395.0
7373,52+205,52+238,32.822,-300.0,52.0,205.0,52.0,238.0,52205.0,52238.0,476.0,52.0,197.0,52.0,395.0,198.0,N,1,Hön,UIC,60.0,B2.5,P-Ec,52197.0,52395.0
7374,52+207,52+239,32.821,-300.0,52.0,207.0,52.0,239.0,52207.0,52239.0,476.0,52.0,197.0,52.0,395.0,198.0,N,1,Hön,UIC,60.0,B2.5,P-Ec,52197.0,52395.0
7375,52+211,52+288,77.0,-291.0,52.0,211.0,52.0,288.0,52211.0,52288.0,476.0,52.0,197.0,52.0,395.0,198.0,N,1,Hön,UIC,60.0,B2.5,P-Ec,52197.0,52395.0
7376,52+216,52+228,12.453,10000.0,52.0,216.0,52.0,228.0,52216.0,52228.0,476.0,52.0,197.0,52.0,395.0,198.0,N,1,Hön,UIC,60.0,B2.5,P-Ec,52197.0,52395.0
7377,52+243,52+262,10.732,189.5,52.0,243.0,52.0,262.0,52243.0,52262.0,476.0,52.0,197.0,52.0,395.0,198.0,N,1,Hön,UIC,60.0,B2.5,P-Ec,52197.0,52395.0
7378,52+245,52+364,119.0,404.0,52.0,245.0,52.0,364.0,52245.0,52364.0,476.0,52.0,197.0,52.0,395.0,198.0,N,1,Hön,UIC,60.0,B2.5,P-Ec,52197.0,52395.0
7379,52+248,52+270,10.732,-189.5,52.0,248.0,52.0,270.0,52248.0,52270.0,476.0,52.0,197.0,52.0,395.0,198.0,N,1,Hön,UIC,60.0,B2.5,P-Ec,52197.0,52395.0
7380,52+272,52+430,157.819,246.0,52.0,272.0,52.0,430.0,52272.0,52430.0,376.0,52.0,253.0,52.0,831.0,578.0,E,1,Mfj,SJ,43.0,T,R-und,52253.0,52831.0
7381,52+274,52+338,64.27,200.0,52.0,274.0,52.0,338.0,52274.0,52338.0,376.0,52.0,253.0,52.0,831.0,578.0,E,1,Mfj,SJ,43.0,T,R-und,52253.0,52831.0
7382,52+280,52+302,10.741,189.5,52.0,280.0,52.0,302.0,52280.0,52302.0,376.0,52.0,253.0,52.0,831.0,578.0,E,1,Mfj,SJ,43.0,T,R-und,52253.0,52831.0
7383,52+286,52+319,33.642,300.0,52.0,286.0,52.0,319.0,52286.0,52319.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7384,52+294,52+318,23.628,30000.0,52.0,294.0,52.0,318.0,52294.0,52318.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7385,52+313,52+328,14.999,250.0,52.0,313.0,52.0,328.0,52313.0,52328.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7386,52+314,52+382,67.997,150.0,52.0,314.0,52.0,382.0,52314.0,52382.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7387,52+319,52+344,25.0,-1350.0,52.0,319.0,52.0,344.0,52319.0,52344.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7388,52+324,52+491,167.04,-590.0,52.0,324.0,52.0,491.0,52324.0,52491.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7389,52+326,52+545,219.0,1434.0,52.0,326.0,52.0,545.0,52326.0,52545.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7390,52+329,52+420,90.715,-2020.0,52.0,329.0,52.0,420.0,52329.0,52420.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7391,52+330,52+420,90.238,-2015.5,52.0,330.0,52.0,420.0,52330.0,52420.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7392,52+331,52+433,102.075,-448.0,52.0,331.0,52.0,433.0,52331.0,52433.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7393,52+379,52+437,58.137,1400.0,52.0,379.0,52.0,437.0,52379.0,52437.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7394,52+379,52+436,57.353,1395.5,52.0,379.0,52.0,436.0,52379.0,52436.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7395,52+388,52+411,23.0,-730.0,52.0,388.0,52.0,411.0,52388.0,52411.0,943.0,52.0,284.0,52.0,552.0,268.0,E,1,Mru,BV,50.0,B,P-Ec,52284.0,52552.0
7396,52+417,52+456,39.0,-572.0,52.0,417.0,52.0,456.0,52417.0,52456.0,476.0,52.0,395.0,54.0,957.0,2559.0,N,,Hön-Äs,UIC,60.0,B2.5,P-Ec,52395.0,54957.0
7397,52+429,52+481,51.936,1565.0,52.0,429.0,52.0,481.0,52429.0,52481.0,476.0,52.0,395.0,54.0,957.0,2559.0,N,,Hön-Äs,UIC,60.0,B2.5,P-Ec,52395.0,54957.0
7398,52+429,52+480,51.46,1560.79,52.0,429.0,52.0,480.0,52429.0,52480.0,476.0,52.0,395.0,54.0,957.0,2559.0,N,,Hön-Äs,UIC,60.0,B2.5,P-Ec,52395.0,54957.0
7399,52+435,52+494,59.0,877.0,52.0,435.0,52.0,494.0,52435.0,52494.0,476.0,52.0,395.0,54.0,957.0,2559.0,N,,Hön-Äs,UIC,60.0,B2.5,P-Ec,52395.0,54957.0
7400,52+444,52+495,51.0,560.0,52.0,444.0,52.0,495.0,52444.0,52495.0,933.0,52.0,440.0,52.0,860.0,420.0,E,4,Åp,UIC,60.0,B,P-Ec,52440.0,52860.0
7401,52+464,52+630,166.08,597.0,52.0,464.0,52.0,630.0,52464.0,52630.0,933.0,52.0,440.0,52.0,860.0,420.0,E,4,Åp,UIC,60.0,B,P-Ec,52440.0,52860.0
7402,52+468,52+507,38.974,-335.0,52.0,468.0,52.0,507.0,52468.0,52507.0,933.0,52.0,440.0,52.0,860.0,420.0,E,4,Åp,UIC,60.0,B,P-Ec,52440.0,52860.0
7403,52+494,52+609,115.092,-4500.0,52.0,494.0,52.0,609.0,52494.0,52609.0,933.0,52.0,440.0,52.0,860.0,420.0,E,4,Åp,UIC,60.0,B,P-Ec,52440.0,52860.0
7404,52+513,52+715,202.0,-573.0,52.0,513.0,52.0,715.0,52513.0,52715.0,933.0,52.0,440.0,52.0,860.0,420.0,E,4,Åp,UIC,60.0,B,P-Ec,52440.0,52860.0
7405,52+542,52+815,273.0,-602.0,52.0,542.0,52.0,815.0,52542.0,52815.0,933.0,52.0,440.0,52.0,860.0,420.0,E,4,Åp,UIC,60.0,B,P-Ec,52440.0,52860.0
7406,52+542,52+661,119.365,-600.0,52.0,542.0,52.0,661.0,52542.0,52661.0,933.0,52.0,440.0,52.0,860.0,420.0,E,4,Åp,UIC,60.0,B,P-Ec,52440.0,52860.0
7407,52+564,52+613,49.151,-255.0,52.0,564.0,52.0,613.0,52564.0,52613.0,933.0,52.0,440.0,52.0,860.0,420.0,E,4,Åp,UIC,60.0,B,P-Ec,52440.0,52860.0
7408,52+582,52+801,219.0,302.0,52.0,582.0,52.0,801.0,52582.0,52801.0,933.0,52.0,440.0,52.0,860.0,420.0,E,4,Åp,UIC,60.0,B,P-Ec,52440.0,52860.0
7409,52+590,52+608,18.419,-600.0,52.0,590.0,52.0,608.0,52590.0,52608.0,933.0,52.0,440.0,52.0,860.0,420.0,E,4,Åp,UIC,60.0,B,P-Ec,52440.0,52860.0
7410,52+607,52+653,46.0,-625.0,52.0,607.0,52.0,653.0,52607.0,52653.0,732.0,52.0,598.0,52.0,966.0,368.0,E,2,Syd,E3,50.0,B2.5,P-Ec,52598.0,52966.0
7411,52+612,52+645,33.0,701.0,52.0,612.0,52.0,645.0,52612.0,52645.0,732.0,52.0,598.0,52.0,966.0,368.0,E,2,Syd,E3,50.0,B2.5,P-Ec,52598.0,52966.0
7412,52+621,52+834,213.0,-528.0,52.0,621.0,52.0,834.0,52621.0,52834.0,732.0,52.0,598.0,52.0,966.0,368.0,E,2,Syd,E3,50.0,B2.5,P-Ec,52598.0,52966.0
7414,52+633,52+674,40.275,-400.0,52.0,633.0,52.0,674.0,52633.0,52674.0,732.0,52.0,598.0,52.0,966.0,368.0,E,2,Syd,E3,50.0,B2.5,P-Ec,52598.0,52966.0
7416,52+683,52+713,30.0,-900.0,52.0,683.0,52.0,713.0,52683.0,52713.0,732.0,52.0,598.0,52.0,966.0,368.0,E,2,Syd,E3,50.0,B2.5,P-Ec,52598.0,52966.0
7417,52+717,52+836,119.0,950.0,52.0,717.0,52.0,836.0,52717.0,52836.0,732.0,52.0,598.0,52.0,966.0,368.0,E,2,Syd,E3,50.0,B2.5,P-Ec,52598.0,52966.0
7418,52+752,52+854,102.0,2220.0,52.0,752.0,52.0,854.0,52752.0,52854.0,732.0,52.0,598.0,52.0,966.0,368.0,E,2,Syd,E3,50.0,B2.5,P-Ec,52598.0,52966.0
